"GeneName","PearsonCorrelation","p.Standard","q.Standard"
"10228","MINPP1",-0.06319395697587,0.374458463306191,0.200631030752998
"10229","HRH4",0.0631708906091419,0.374633312273723,0.200705091864881
"10230","PENK",-0.0631641083871515,0.374684732757172,0.20071301970205
"10231","PIK3R4",-0.0631345703225916,0.374908730603878,0.20080784299016
"10232","SAR1A",-0.0631311035891736,0.374935025470408,0.20080784299016
"10233","C1QL1",0.0631214923517849,0.375007931756277,0.2008229895067
"10234","EPHA4",0.0631145765765821,0.375060396909846,0.2008229895067
"10235","HMOX2",0.063112884563552,0.375073233713884,0.2008229895067
"10236","SYN2",-0.0630575418121337,0.375493250992306,0.20102823725444
"10237","GNRHR",0.0629876760343404,0.376023899552573,0.201276520135025
"10238","ATP5S",-0.062967740012116,0.376175402765272,0.201276520135025
"10239","NSUN3",0.0629647026496066,0.376198488385428,0.201276520135025
"10240","CDY1",0.0629588070725378,0.376243300473582,0.201276520135025
"10241","CDY1B",0.0629588070725378,0.376243300473582,0.201276520135025
"10242","CDY2A",0.0629588070725378,0.376243300473582,0.201276520135025
"10243","CDY2B",0.0629588070725378,0.376243300473582,0.201276520135025
"10244","IL1A",-0.0629578188891491,0.376250811942238,0.201276520135025
"10245","CTDNEP1",-0.0629303818250221,0.376459405610305,0.201368452663722
"10246","MYBPH",0.0629129542582607,0.376591937512081,0.201419685716837
"10247","PLGRKT",-0.0629041286827028,0.376659064478964,0.20143593044433
"10248","TSSC4",-0.0628603067913776,0.376992480189188,0.201594568381314
"10249","PLD2",-0.0628496409419961,0.377073657789893,0.201618305640275
"10250","LINC00574",-0.0628209898043323,0.377291773936546,0.201715251083909
"10251","OSBPL10",-0.062811744001167,0.377362177062105,0.201733212037637
"10252","PLXNA3",0.062749650977164,0.377835198482447,0.201966383319619
"10253","SLC6A4",-0.0627292026795045,0.377991051663673,0.202029987925551
"10254","SEC63",0.0627200857978725,0.3780605514995,0.202047430187518
"10255","ARNT2",-0.0627054901783942,0.378171833084226,0.202087196349497
"10256","CLIC5",0.0626902956612324,0.3782877020656,0.202129405928293
"10257","ZNF394",-0.062602378895028,0.378958554593701,0.202463448069426
"10258","PTPRN2",-0.0625986859182573,0.378986749856027,0.202463448069426
"10259","GTPBP6",-0.0625844226183571,0.379095659771677,0.202501891303736
"10260","CLC",0.0625764229410673,0.379156751046197,0.202514786205044
"10261","KIF24",-0.0625390023987146,0.379442600761292,0.202647714625632
"10262","DGKG",0.0625324447858479,0.379492706855164,0.202654726556223
"10263","SATB1",-0.0625051325822592,0.379701440116937,0.20274643812472
"10264","EIF5",-0.062481103647855,0.379885138794492,0.202808754697734
"10265","H2AFY",0.062479462396387,0.379897687962203,0.202808754697734
"10266","YIPF4",0.0624753463698235,0.379929160609582,0.202808754697734
"10267","ITGB3BP",-0.0624643483584516,0.380013263217517,0.202833893331855
"10268","ATP11B",0.0624545713399269,0.380088038312652,0.202854048950287
"10269","LUZP2",-0.0624465580009618,0.380149331378411,0.202867005947418
"10270","OTUD4",-0.0624357652283473,0.38023189350014,0.202891309565802
"10271","MUL1",-0.0624216251859128,0.380340077937597,0.202929279159949
"10272","CLTB",0.0624088918272258,0.380437515958475,0.202961508202593
"10273","LCMT1",-0.0623516529537138,0.380875705896124,0.203175502717129
"10274","PTCRA",0.0623310945120027,0.381033165089108,0.203239716284843
"10275","PROC",-0.062297396356729,0.381291348239151,0.203357637393358
"10276","DUX1",0.0622906817055166,0.381342806179587,0.203361759174964
"10277","BHMT",-0.062286704439806,0.381373288069897,0.203361759174964
"10278","LOC284009",-0.062239478570438,0.381735341757168,0.203515216933126
"10279","METTL16",-0.062239478570438,0.381735341757168,0.203515216933126
"10280","NARFL",-0.0622302730565691,0.381805939460134,0.203533055872095
"10281","SH2D3C",0.0622060724047261,0.38199157369701,0.203612209036079
"10282","ZNF711",0.0621694314322559,0.382272737292012,0.203742261677089
"10283","WIPI1",-0.0621596251978498,0.382348006489736,0.203762562888002
"10284","MAG",0.0621488193600263,0.382430958706359,0.203778034244196
"10285","C1orf159",0.0621461566426767,0.382451401029424,0.203778034244196
"10286","CROCCP3",0.0621017522228171,0.38279240218944,0.203939899791304
"10287","SNX4",-0.0620732167112261,0.3830116363016,0.204036866477113
"10288","GP1BB",-0.0620436433522132,0.383238924374205,0.204118265886042
"10289","SEPT5",-0.0620436433522132,0.383238924374205,0.204118265886042
"10290","TUBGCP3",0.0619795123574061,0.383732088387216,0.204361071587448
"10291","SLC15A2",0.0619202358839469,0.384188263210646,0.204546673725039
"10292","VIL1",0.0619074638047704,0.384286596479067,0.204546673725039
"10293","CHRFAM7A",0.0619042896014912,0.38431103729086,0.204546673725039
"10294","CHRNA7",0.0619042896014912,0.38431103729086,0.204546673725039
"10295","LOC101929970",0.0619042896014912,0.38431103729086,0.204546673725039
"10296","LOC101930361",0.0619042896014912,0.38431103729086,0.204546673725039
"10297","CASQ2",-0.0619002879760796,0.384341850450181,0.204546673725039
"10298","KIAA1751",0.0618861749845672,0.384450534696898,0.204584649019588
"10299","TLK2",0.0618737317662838,0.384546375443388,0.204597505658651
"10300","ACSBG2",0.0618604486222985,0.384648701466725,0.204597505658651
"10301","OR1E1",0.0618599803389383,0.384652309164511,0.204597505658651
"10302","OR1E2",0.0618599803389383,0.384652309164511,0.204597505658651
"10303","PEX6",-0.0618588067220864,0.384661350905951,0.204597505658651
"10304","MACROD1",0.0618401407971079,0.384805173624001,0.20465414189566
"10305","HSD3BP1",0.0618307039121954,0.384877898100543,0.204671206725066
"10306","PLCB1",-0.0618262856941205,0.384911949546224,0.204671206725066
"10307","CALB1",0.0618170974141888,0.38498276995484,0.204689005202076
"10308","DNAJC22",0.0618032554230144,0.385089474610702,0.204718633049113
"10309","PPIAL4B",0.0617904884578158,0.385187908006662,0.204718633049113
"10310","PPIAL4C",0.0617904884578158,0.385187908006662,0.204718633049113
"10311","PPIAL4G",0.0617904884578158,0.385187908006662,0.204718633049113
"10312","MYH4",0.0617763556055735,0.385296890152437,0.204756698429025
"10313","PRKCSH",-0.0617618101605775,0.385409073385133,0.204796457402797
"10314","ASIC1",0.0617540394450818,0.385469013919363,0.204808450934145
"10315","CDK3",0.0617241421346334,0.385699683706194,0.204891284175565
"10316","TEN1-CDK3",0.0617241421346334,0.385699683706194,0.204891284175565
"10317","KEAP1",-0.0617109493217145,0.385801498105484,0.204908247718756
"10318","VAV2",0.0617103151309763,0.385806392827276,0.204908247718756
"10319","PEG10",-0.0616948097549348,0.385926075920917,0.204951951807827
"10320","MTAP",0.061664368905702,0.386161108411141,0.205056899555903
"10321","ANXA13",-0.0615922657955183,0.386718158446085,0.205332806181467
"10322","TFIP11",-0.0615807935716889,0.386806834622091,0.205359994529184
"10323","NOC3L",0.0615406477508979,0.387117244084504,0.205504886843012
"10324","ADAMTS8",0.0615141064896387,0.387322544977515,0.205593958606601
"10325","PRPF31",0.061484821166005,0.387549147875522,0.205671172024046
"10326","CTNNA3",0.0614828474518159,0.387564422885444,0.205671172024046
"10327","PIK3R3",-0.0614807584699496,0.387580590373111,0.205671172024046
"10328","FAM118A",-0.0614387038916629,0.387906154566058,0.205816314471741
"10329","TEF",0.0614357260267158,0.387929213865902,0.205816314471741
"10330","LSM1",0.0614281758559533,0.387987682832654,0.205827410043794
"10331","DDR1",-0.0614082594332097,0.388141942283936,0.205855975659419
"10332","MIR4640",-0.0614082594332097,0.388141942283936,0.205855975659419
"10333","TRPC6",0.0614066754835152,0.388154212099223,0.205855975659419
"10334","EIF2D",-0.0613747923040013,0.388401239832979,0.205957871876548
"10335","PLAGL1",-0.0613721775753667,0.388421502697112,0.205957871876548
"10336","LINC00563",0.0613631544971375,0.38849143202073,0.205975023502818
"10337","TTC1",-0.0613537601697794,0.38856424660784,0.205993701406373
"10338","ACTR5",0.0613383365297428,0.388683811694315,0.206019977909442
"10339","WDR1",-0.061335921745968,0.388702533266591,0.206019977909442
"10340","GOLGA7",-0.0613328196629244,0.388726584197472,0.206019977909442
"10341","REG1P",0.0612978413213667,0.388997838769507,0.206117076686371
"10342","MPP2",-0.0612966707405831,0.389006918512551,0.206117076686371
"10343","FAM46A",0.0612946465641943,0.389022619568324,0.206117076686371
"10344","LIPA",-0.0612802014829398,0.389134677718501,0.206141172969863
"10345","FOXD2",-0.0612790869662952,0.389143324422641,0.206141172969863
"10346","PRAMEF12",0.0612494371332778,0.389373397875998,0.206243115370456
"10347","BDNF",-0.0611987365326916,0.389767008474749,0.206428633408829
"10348","NEURL1",0.0611946203802996,0.389798974447199,0.206428633408829
"10349","ACSS3",-0.0611815810892059,0.389900247786756,0.20646231547892
"10350","IL24",0.061168942566097,0.389998423560842,0.20649435095806
"10351","ENPP2",-0.0611578487019124,0.390084612717467,0.206520034248744
"10352","PIWIL1",0.0611427830262613,0.390201677559278,0.206562057318131
"10353","POU3F1",0.0611332442563549,0.390275807604448,0.206564468450376
"10354","NMT1",0.0611324973405599,0.390281612578671,0.206564468450376
"10355","HEXA",0.0610770212849102,0.390712913572469,0.206772774859959
"10356","OPCML",0.0610684338845403,0.390779702295932,0.206788152778598
"10357","C10orf76",-0.06106243468755,0.390826365275074,0.206792878854242
"10358","TEX14",0.0610536212349196,0.390894924185237,0.206809188408638
"10359","TMED9",0.0610252544641213,0.391115635360019,0.206905985624426
"10360","SEPHS2",-0.0610190074615963,0.391164250999602,0.206911731845621
"10361","LILRA2",0.0609857592336364,0.39142305761304,0.207016457093402
"10362","KIAA0368",0.0609838685221237,0.391437778139512,0.207016457093402
"10363","PPAP2C",0.0609789880412469,0.391475777672703,0.20701657708155
"10364","SART3",0.0609708449450155,0.391539184935905,0.207023492110807
"10365","XDH",0.0609676066472966,0.39156440207107,0.207023492110807
"10366","E2F6",0.0609498342279799,0.391702816075046,0.207076696265329
"10367","MARK3",-0.0609389913084292,0.391787276631514,0.207101370004158
"10368","HMGB1P17",0.0608730396817169,0.392301240172372,0.20735305523291
"10369","CCS",-0.0608600001413823,0.392402905707597,0.207386790475807
"10370","LOC1720",0.0608032689393936,0.392845406563074,0.207600634921909
"10371","OR2H1",0.060794207443067,0.392916113547907,0.207617981204507
"10372","CANX",-0.0607795297712404,0.393030659826611,0.207658486715788
"10373","ACRV1",0.0607599635182564,0.393183388311093,0.207719156113469
"10374","TRAF3IP1",0.060753536216815,0.393233565723145,0.207725641209196
"10375","CNTF",0.0607457514991177,0.393294345513728,0.207737725221861
"10376","PFN2",0.0607196551877413,0.39349813558922,0.207825337532087
"10377","FAM149A",0.0607028214361136,0.393629626504357,0.207874751965046
"10378","SORCS3",-0.0606897139725894,0.393732029068877,0.207908796875968
"10379","LRRTM2",-0.0606767379557272,0.393833420426432,0.207942301314379
"10380","SEMA6A",-0.0606607750378344,0.393958172144438,0.207969874214341
"10381","ARSJ",-0.0606602233849248,0.393962483787498,0.207969874214341
"10382","NRAP",-0.0606554897935515,0.393999482047024,0.207969874214341
"10383","GK2",-0.0606401468496699,0.394119418456294,0.208013147798012
"10384","DENND6B",0.0606326573615867,0.394177972028991,0.208024018786206
"10385","MPZL1",0.0605387292515237,0.39491275386429,0.20839172694252
"10386","MOSPD3",-0.0605258316864079,0.395013713051719,0.208424934277808
"10387","SEC22A",0.0605128908342527,0.395115026603198,0.208458322178249
"10388","TAF10",-0.0605063405533639,0.395166314486726,0.208465313201969
"10389","RAC1",0.0604843291942003,0.395338689870191,0.208536175009676
"10390","RNF139",-0.0604752678877004,0.395409663853892,0.208553540365794
"10391","WDR45",-0.0604603872567867,0.395526235066804,0.208594949714491
"10392","CBX4",-0.0604143001935945,0.395887400213093,0.208765334068397
"10393","BFAR",-0.0603924528335762,0.396058677755206,0.208816204772007
"10394","BRD1",0.0603898533250892,0.39607906016479,0.208816204772007
"10395","HCFC1",0.0603757377972173,0.396189749137859,0.208816204772007
"10396","LAT",0.0603729879900812,0.396211314303538,0.208816204772007
"10397","NT5M",0.0603724228942737,0.396215746113868,0.208816204772007
"10398","CNDP2",0.0603723825087812,0.396216062841547,0.208816204772007
"10399","DVL1",-0.0603679820496389,0.39625057483429,0.208816204772007
"10400","RANBP17",0.0603620436895934,0.396297151149392,0.208818225095384
"10401","RPL3L",0.0603577778539439,0.396330611379956,0.208818225095384
"10402","TNS4",0.0603322920270622,0.396530551496785,0.208897908027708
"10403","XRCC5",-0.0603287837719182,0.396558079000117,0.208897908027708
"10404","SLC1A6",0.0603117875342531,0.396691456041922,0.208933927225187
"10405","FAM188A",-0.0603103548121986,0.396702700474099,0.208933927225187
"10406","MLLT4-AS1",-0.0602951620442902,0.396821949584709,0.208976650587818
"10407","SLC10A1",-0.0602829584229227,0.396917752176522,0.209001908903718
"10408","ANP32C",0.060279337292703,0.396946181941507,0.209001908903718
"10409","CPPED1",0.0602706751381365,0.397014194100354,0.209015611972223
"10410","B3GALT1",0.0602663084717151,0.397048482250978,0.209015611972223
"10411","PSMC6",0.0602570270359104,0.397121368266259,0.209033902699008
"10412","ETV1",-0.0602461398457895,0.397206874260328,0.209058832088887
"10413","CCDC19",-0.0602202700768688,0.397410094763259,0.209145706511816
"10414","MIER2",-0.0601884710716096,0.397659977510058,0.209257118915131
"10415","IGF2R",0.0601660541271495,0.397836190534533,0.20932974707649
"10416","PDE9A",0.0601595415243455,0.397887392926212,0.209336590675839
"10417","GJC2",0.0601435453883134,0.398013171990242,0.209382665488192
"10418","RBBP4P4",0.0601359597452988,0.398072826876263,0.209393948869123
"10419","B3GALT4",-0.0601223046282738,0.398180226656844,0.209430342405207
"10420","FAIM3",0.060082502664742,0.398493374337963,0.20957493553112
"10421","EYA4",0.0600544329673078,0.398714304979415,0.209671006939311
"10422","SLC27A5",0.0600411971157381,0.398818506885468,0.20970568192117
"10423","LRRN2",-0.0600342677980223,0.398873065805659,0.209714249612042
"10424","ERMP1",-0.0600059035560999,0.399096441860593,0.209811565604423
"10425","ABCC3",-0.0599339739304063,0.399663241088514,0.210089388824424
"10426","ENPEP",-0.0599221576373078,0.399756398265976,0.210118205097619
"10427","SCG5",-0.0598719392700026,0.400152453528329,0.2103062085399
"10428","ADAMTS12",0.0597971548311098,0.400742685640941,0.21059155948773
"10429","APAF1",0.0597926765850799,0.400778046374784,0.21059155948773
"10430","KLK13",0.0597803398301724,0.400875468372813,0.21059155948773
"10431","SYCP1",0.0597731505438293,0.400932247869965,0.21059155948773
"10432","CALM1",0.0597690836747816,0.400964369278092,0.21059155948773
"10433","CALM2",0.0597690836747816,0.400964369278092,0.21059155948773
"10434","CALM3",0.0597690836747816,0.400964369278092,0.21059155948773
"10435","GRK5",-0.0597411527900441,0.401185017504192,0.21068725628615
"10436","MARCH5",0.0597255522571872,0.401308289899219,0.210728236494778
"10437","DNAJA1P4",0.0597215459372483,0.401339950697129,0.210728236494778
"10438","SLC25A23",0.0596978525449206,0.401527223128842,0.210800944525299
"10439","UBA5",-0.0596935077388277,0.401561570082494,0.210800944525299
"10440","LINC00588",-0.059689428988188,0.401593815378927,0.210800944525299
"10441","MRPL34",0.0596612628670751,0.401816529697792,0.210877598081762
"10442","ADIPOR2",-0.0596557938325187,0.40185978278907,0.210877598081762
"10443","TRDN",-0.0596514995347297,0.401893747148033,0.210877598081762
"10444","RALGDS",-0.0596514709892835,0.401893972924708,0.210877598081762
"10445","GNPDA1",-0.0596442406131215,0.401951163116141,0.210877598081762
"10446","FAM169A",-0.0596296534840307,0.40206655781205,0.210877598081762
"10447","TAS2R1",-0.0596032718167728,0.402275305748451,0.210877598081762
"10448","MMP26",0.059595153080656,0.40233955911299,0.210877598081762
"10449","RIOK3",-0.0595948026691455,0.402342332479623,0.210877598081762
"10450","RPSA",0.0595947978371495,0.402342370723013,0.210877598081762
"10451","RPSAP19",0.0595947978371495,0.402342370723013,0.210877598081762
"10452","RPSAP58",0.0595947978371495,0.402342370723013,0.210877598081762
"10453","RPSAP9",0.0595947978371495,0.402342370723013,0.210877598081762
"10454","SNORA6",0.0595947978371495,0.402342370723013,0.210877598081762
"10455","SNORA62",0.0595947978371495,0.402342370723013,0.210877598081762
"10456","RASA2",0.0595931413589319,0.402355481238406,0.210877598081762
"10457","PIGP",-0.0595708288220081,0.402532102813426,0.210949993716609
"10458","CADM3-AS1",0.0595596974267536,0.402620233909619,0.210976005836772
"10459","PPDPF",-0.0595371457544588,0.402798818370867,0.211049406689926
"10460","FZD6",0.0595312594343459,0.402845439290055,0.211053656849956
"10461","NAT2",-0.0595064238083559,0.403042178023441,0.21113654649517
"10462","ARL6IP4",-0.0594970827164116,0.403116189477794,0.211155134872062
"10463","RFX5",0.0594858539964246,0.40320516767684,0.211181558634529
"10464","TRMT61A",0.0594558622877437,0.403442883932228,0.21128587251206
"10465","TBK1",-0.0594352611965386,0.403606217661381,0.2113339712066
"10466","ACTG2",-0.0594345511982943,0.403611847511343,0.2113339712066
"10467","GRIK4",0.0594184893429538,0.403739220594899,0.211380469696134
"10468","ASL",-0.0593945569245638,0.403929052688669,0.211429481787439
"10469","DPEP2",-0.0593924429697294,0.403945823133357,0.211429481787439
"10470","TMEM35",0.0593920970033776,0.403948567795878,0.211429481787439
"10471","CHMP1B",0.0593785078741257,0.404056383476397,0.211465717892461
"10472","PTGER4",0.0593714874465457,0.404112089983503,0.211474677983328
"10473","ZDHHC7",-0.0593493998262792,0.404287383079188,0.211546210885126
"10474","YY1AP1",-0.0593334735645417,0.40441380597048,0.211592160892833
"10475","SEMA3D",0.0593285793109041,0.404452661327273,0.21159229054872
"10476","ACSBG1",0.0593132192080535,0.40457461915308,0.211635891678803
"10477","PRSS8",-0.0592848503749803,0.404799922353256,0.211733540035283
"10478","TOP3A",0.0592707159188632,0.40491220488555,0.211750414600103
"10479","INPP1",-0.059269333315132,0.404923189123975,0.211750414600103
"10480","HNF1B",0.0592661987116642,0.404948092958756,0.211750414600103
"10481","RNF141",-0.059256775724774,0.405022962274709,0.211766313010581
"10482","CASKIN2",-0.0592526462154667,0.40505577542245,0.211766313010581
"10483","BC069776",-0.0592386819191143,0.405166747600579,0.21180412559571
"10484","IFT122",-0.0592234918100576,0.405287481553446,0.211820549390518
"10485","LOC101927266",-0.0592234918100576,0.405287481553446,0.211820549390518
"10486","TLL2",-0.0592201415701891,0.405314112778598,0.211820549390518
"10487","FRK",0.059215031216322,0.405354737232245,0.211821581578563
"10488","IL10RB",0.0592048228028173,0.405435895618423,0.211843792903201
"10489","CARD8",-0.059184534257846,0.405597221059649,0.211907883985665
"10490","ALDH7A1",0.059176043778791,0.405664744820119,0.211915895501289
"10491","TMOD3",-0.0591721008309307,0.405696104871227,0.211915895501289
"10492","C1orf95",-0.0591680210046851,0.405728555087161,0.211915895501289
"10493","EYA1",0.059151642087488,0.405858845543759,0.211963746959398
"10494","PSENEN",0.0591297005022366,0.406033424482803,0.2120347171873
"10495","PHTF2",0.0591125190450379,0.40617016029034,0.212057437068716
"10496","LOC100862671",-0.0591096483483592,0.406193008911784,0.212057437068716
"10497","SRCAP",-0.0591096483483592,0.406193008911784,0.212057437068716
"10498","SPIDR",-0.0590959510790781,0.40630203949872,0.212094154369921
"10499","FAM65A",-0.0590751675644303,0.406467509790329,0.212160324020949
"10500","GPATCH4",0.0590675481045939,0.406528182949786,0.212171786227471
"10501","METTL2B",-0.0590619542664579,0.40657272964857,0.212174830465197
"10502","TAF5L",0.0590317447540191,0.406813353844419,0.212278882152126
"10503","LOC100506639",-0.0590223359803369,0.406888313590247,0.212278882152126
"10504","ZNF131",-0.0590223359803369,0.406888313590247,0.212278882152126
"10505","NANOG",-0.058978232581219,0.407239794294398,0.212442031225234
"10506","TOPORS-AS1",0.058962937864364,0.407361726917833,0.212476981680002
"10507","SMEK1",-0.0589601028815386,0.407384330349925,0.212476981680002
"10508","GPR98",0.0589472289466916,0.407486984062734,0.212510298488695
"10509","PRR4",-0.0589369485958179,0.407568968110498,0.212532830456646
"10510","AP5S1",0.0588939549809257,0.407911940319971,0.212691441303258
"10511","REST",0.058860479049326,0.408179105119172,0.212810498605268
"10512","AKR1C2",0.0587983611436017,0.40867512913068,0.213028577855077
"10513","LOC101930400",0.0587983611436017,0.40867512913068,0.213028577855077
"10514","GOLGA3",0.0587875684048401,0.408761347533938,0.213053256836265
"10515","ZBTB11",-0.0587812920984539,0.408811491090511,0.213059130097895
"10516","ESRRG",-0.0587552797828301,0.409019351005425,0.213108580074913
"10517","TARP",0.0587499546274604,0.40906191107681,0.213108580074913
"10518","TRGC2",0.0587499546274604,0.40906191107681,0.213108580074913
"10519","TRGV9",0.0587499546274604,0.40906191107681,0.213108580074913
"10520","NACC2",-0.0587283743078528,0.409234413489592,0.213178184400673
"10521","CD37",0.0587123212988738,0.409362761095333,0.21322477658236
"10522","DUSP5",-0.0586212911347169,0.410091016982246,0.213568838317452
"10523","GOT2",0.0586168907150947,0.410126240347283,0.213568838317452
"10524","EHBP1",0.0586151445983543,0.410140217713805,0.213568838317452
"10525","ADRA1A",0.0586086557613325,0.410192162202607,0.213575594712685
"10526","ZKSCAN3",-0.0586009549744738,0.410253813623487,0.213587403472417
"10527","MS4A1",0.0585707691063055,0.410495530009535,0.213659052547664
"10528","ZFP30",-0.0585665064860544,0.410529670118672,0.213659052547664
"10529","MDC1",0.0585648337382096,0.410543067919813,0.213659052547664
"10530","ST3GAL2",-0.0585642961026913,0.410547374142724,0.213659052547664
"10531","RFPL2",0.0585431969725333,0.410716389825236,0.21372671750074
"10532","ATP5G2P1",-0.0585207208613763,0.410896480879261,0.213800132409663
"10533","FAM46C",0.0584963517041448,0.411091792504093,0.213881452287209
"10534","OR2J3",0.058487045703958,0.411166391750574,0.213899958858794
"10535","BCAT2",-0.0584567065262723,0.411409653493287,0.213983538034262
"10536","MTX2",0.0584525703174358,0.411442824465802,0.213983538034262
"10537","SLC3A1",0.0584524010082369,0.411444182300826,0.213983538034262
"10538","RGS2",0.0584460953329789,0.411494754769266,0.213989533254863
"10539","CALCR",0.0584266444461048,0.411650776823034,0.21402839718471
"10540","PSMD6",-0.0584240867685107,0.41167129539276,0.21402839718471
"10541","RPS5",-0.0584221734674595,0.411686644944849,0.21402839718471
"10542","NUPL1",0.0584096779252066,0.411786899314445,0.214059012021108
"10543","ELL2P3",0.0584050980417737,0.411823648274605,0.214059012021108
"10544","DLEC1",0.0583761226135492,0.412056191584059,0.214159573088765
"10545","ADAMTSL2",0.0583650876122132,0.412144773636162,0.214185300633964
"10546","RNF216",-0.0583379734634282,0.412362476442308,0.214269060778831
"10547","STAB1",-0.0583352757377164,0.412384140501373,0.214269060778831
"10548","SSTR3",0.0583200004105022,0.412506821459141,0.21431248626583
"10549","ACO1",-0.0583009418700792,0.412659916613798,0.214359216507147
"10550","RAB11B",0.0582893583854976,0.412752981751917,0.214359216507147
"10551","IDH3B",0.0582837971380828,0.412797666830784,0.214359216507147
"10552","PLEKHG3",-0.0582786137957775,0.412839317965768,0.214359216507147
"10553","CLDND1",-0.0582734614262121,0.412880722659662,0.214359216507147
"10554","CEP170",0.058263577881804,0.412960154122277,0.214359216507147
"10555","CEP170P1",0.058263577881804,0.412960154122277,0.214359216507147
"10556","ZMYM6",-0.0582631279764435,0.412963770107275,0.214359216507147
"10557","GNRH1",0.0582621787466464,0.412971399329805,0.214359216507147
"10558","ZP2",0.0582601268242268,0.412987891480493,0.214359216507147
"10559","NCAM1",0.0581872916124805,0.413573548382348,0.21464287072076
"10560","JAK3",0.0581739182186012,0.413681134676225,0.214676107421749
"10561","CEMIP",0.0581652650390773,0.413750756521707,0.214676107421749
"10562","GPR88",-0.0581647252879535,0.413755099484589,0.214676107421749
"10563","STK3",0.05814181696444,0.413939449796367,0.214751426723938
"10564","NFASC",0.0580508645545637,0.414671846324223,0.215111030756293
"10565","IPO8",0.0580420233632296,0.414743080657584,0.215127621275928
"10566","DOLK",-0.0579956929372529,0.415116486451739,0.215300930440312
"10567","NEDD4L",-0.0579820328985197,0.415226618749514,0.215337672442754
"10568","ATP6V1A",0.0579584909452628,0.415416462807127,0.215414954436416
"10569","WDR91",0.0579538060185726,0.415454248457908,0.215414954436416
"10570","BASP1",0.0579119006146442,0.415792320272328,0.215569851741208
"10571","PDE5A",-0.0579003473657071,0.415885554368575,0.215597794266589
"10572","RLN1",-0.0578816797502908,0.416036226836941,0.215655505118227
"10573","KMT2B",0.0578668883475981,0.41615563576359,0.215697000895023
"10574","MRPL23",0.0578346414214321,0.416416030093371,0.215797823619902
"10575","SYT11",-0.0578330469207973,0.416428908174481,0.215797823619902
"10576","LINC00623",0.0578159895205725,0.416566687856073,0.215828407742736
"10577","LINC00869",0.0578159895205725,0.416566687856073,0.215828407742736
"10578","DOLPP1",0.0577992322684577,0.416702069036169,0.215878142205152
"10579","TMPRSS6",-0.0577798085244803,0.416859024841352,0.215917975104662
"10580","RHCG",0.0577757394196481,0.416891910084443,0.215917975104662
"10581","RAB8A",0.0577750913705404,0.416897147556114,0.215917975104662
"10582","NFE2L2",-0.0577583536769157,0.417032433321759,0.21596763289382
"10583","PAX2",0.0577491542361938,0.417106800556998,0.215985736540042
"10584","DNAH2",-0.0577054391376322,0.417460294211579,0.216148360013992
"10585","HTN1",0.0576719304552305,0.417731373949885,0.216268285352349
"10586","SERPINI2",0.0576549019542125,0.41786917105724,0.21631919134241
"10587","LOC101927550",0.0576318726864521,0.418055569396182,0.216395244839748
"10588","SNX3",0.0576192143328761,0.41815804644589,0.216427848471881
"10589","TAAR5",0.0575922717187639,0.418376211991652,0.216473756796124
"10590","NSUN7",0.0575799600586279,0.418475926697711,0.216473756796124
"10591","RBM12B-AS1",0.0575756271554494,0.41851102307933,0.216473756796124
"10592","PFKFB3",0.0575728181431106,0.418533776908614,0.216473756796124
"10593","C3",-0.0575722021236005,0.418538766944886,0.216473756796124
"10594","HLA-F-AS1",-0.0575668590959245,0.418582049336538,0.216473756796124
"10595","MZT2A",-0.0575615296109785,0.418625224619999,0.216473756796124
"10596","MZT2B",-0.0575615296109785,0.418625224619999,0.216473756796124
"10597","PHGDH",-0.0575615296109785,0.418625224619999,0.216473756796124
"10598","MLNR",0.0575594925778249,0.418641727741237,0.216473756796124
"10599","OR7A5",0.0575483517477042,0.418731992412393,0.216500004933848
"10600","HNRNPUL1",0.0575305130665021,0.41887654768119,0.216529426209595
"10601","LOC440792",0.0575291615649016,0.418887500721992,0.216529426209595
"10602","C1R",-0.0575267036228028,0.418907421170403,0.216529426209595
"10603","DISC1",-0.0574804390066974,0.41928247673153,0.216682417101806
"10604","TSNAX-DISC1",-0.0574804390066974,0.41928247673153,0.216682417101806
"10605","VKORC1",0.0574528472482899,0.419506249173054,0.216777620146032
"10606","CCT8L2",0.0574250074957221,0.419732103305783,0.216868580891492
"10607","UBOX5",-0.0574213949025241,0.41976141619032,0.216868580891492
"10608","AAGAB",-0.0573993717471227,0.419940139682797,0.216940467244839
"10609","HDHD1",-0.0573877145459676,0.420034758739953,0.216968895913198
"10610","BTG4",0.0573685160951672,0.420190615562741,0.217028948601404
"10611","ALPK3",-0.0573599663739635,0.420260034713057,0.217044349018976
"10612","RNF4",-0.057345178003988,0.420380124086956,0.217085912832701
"10613","ZNF80",-0.0573113584649891,0.42065483157425,0.217207306680301
"10614","GRM6",0.0573014220060368,0.42073556272119,0.217228526400906
"10615","FKBP8",0.0572856272237055,0.420863909753541,0.217272703197754
"10616","IFNA14",-0.0572811354281875,0.420900413849034,0.217272703197754
"10617","KAZALD1",0.0572590138139813,0.421080219467323,0.217345049109658
"10618","ARHGEF18",-0.0572334749303239,0.421287856309557,0.217431745426273
"10619","YTHDF3",-0.0572100235132591,0.421478573941686,0.217503880368076
"10620","DLD",0.0572065293051058,0.421506994728503,0.217503880368076
"10621","RBMS1",0.0571819929504668,0.421706597034757,0.217586391695985
"10622","AP1S1",0.0571768387479217,0.421748533247602,0.217587544756845
